gb_date,min_signal,max_signal,y_actual,dispersion_gdp
2004-08-05,-1.2437985,-1.072351,-0.6197404371584703,0.17144749999999997
2004-09-15,-1.3218175,-0.97009206,-0.4197404371584701,0.35172544000000006
2004-11-03,-1.0804838,-0.9679908000000002,-0.6197404371584703,0.11249299999999995
2004-12-08,-2.5513217,-1.1025606,-1.0197404371584695,1.4487611
2005-01-26,-1.0329415000000002,-0.375977,-1.5197404371584695,0.6569645000000002
2005-03-16,-1.3354986999999998,-1.0418619,-1.0197404371584702,0.2936367999999998
2005-04-28,-1.2487591999999998,-1.1626,-0.5197404371584702,0.08615919999999977
2005-06-22,-1.1378148,-1.0208198,-2.1197404371584696,0.11699499999999996
2005-08-04,-1.2022008999999998,-1.0992678,-0.91974043715847,0.10293309999999978
2005-09-14,-1.4322577,-1.2715346,-1.71974043715847,0.1607231
2005-10-26,-1.3190308000000002,-1.2520385,-1.1197404371584698,0.06699230000000012
2005-12-07,-1.2933496000000002,-0.64633906,-2.01974043715847,0.6470105400000002
2006-01-25,-1.2534376,-0.98499995,-2.51974043715847,0.2684376500000001
2006-03-22,-1.3686996,-1.0251179,-1.6197404371584705,0.3435817000000001
2006-05-03,-1.4571283000000002,-1.2651564,-0.11974043715847027,0.1919719000000002
2006-06-21,-0.94237757,-0.8516404000000001,-0.8197404371584704,0.09073716999999992
2006-08-03,-0.94826424,0.96184444,-0.61974043715847,1.91010868
2006-09-13,-0.94168377,1.7094650000000002,-0.91974043715847,2.6511487700000003
2006-10-18,-0.6423533,-0.46347797,0.18025956284152972,0.17887533
2006-12-06,-0.55321383,0.116691954,-0.4197404371584701,0.669905784
2007-01-24,-1.4045517,1.7398696,-0.11974043715847027,3.1444213000000003
2007-03-14,-0.39984807,2.0709264,-1.1197404371584705,2.47077447
2007-05-02,-1.2570397,-1.1072096000000002,-1.41974043715847,0.14983009999999974
2007-06-20,-1.6200656999999998,-1.5008165,-1.1197404371584705,0.11924919999999983
2007-08-02,-1.2744169,1.0224749,-1.71974043715847,2.2968918
2007-09-12,-1.0851697,1.9601957,-0.4197404371584701,3.0453654
2007-10-24,-0.1872344,2.1418316,0.6802595628415298,2.329066
2007-12-05,1.1521878,1.31951,0.08025956284152991,0.16732219999999987
2008-01-23,1.1254157,1.391017,1.2802595628415296,0.26560129999999993
2008-03-13,1.4622551,1.9525328,3.5802595628415297,0.49027770000000004
2008-04-23,1.0295707,3.034601,0.08025956284153013,2.0050302999999996
2008-06-18,-0.70177007,-0.5728293999999999,0.7802595628415299,0.1289406700000001
2008-07-30,-0.119679116,0.5317871,0.68025956284153,0.651466216
2008-09-10,0.9820602,1.8098803,1.3802595628415295,0.8278201000000001
2008-10-22,4.605357,4.6644926,5.3802595628415295,0.05913560000000029
2008-12-10,6.5297747,6.5780325,6.8802595628415295,0.04825780000000002
2009-01-22,5.9422765,6.0559106,6.28025956284153,0.11363409999999963
2009-03-12,3.049414,3.3209480000000005,3.0802595628415297,0.2715340000000004
2009-04-22,2.4341310000000003,2.6621988,2.8802595628415286,0.22806779999999982
2009-06-17,1.7699842,2.3133545,1.6802595628415296,0.5433703000000001
2009-08-06,0.34435022,0.63492167,0.3802595628415297,0.29057145
2009-09-16,-0.45383018,0.2355752,0.18025956284153,0.6894053800000001
2009-10-29,-0.64615095,-0.17439005,-0.91974043715847,0.47176090000000004
2009-12-09,-0.121982716,0.45986754,0.5802595628415299,0.5818502560000001
2010-01-20,-0.6095798000000001,-0.21805742,0.8802595628415297,0.3915223800000001
2010-03-10,-0.75034106,-0.06948907,-0.11974043715847027,0.68085199
2010-04-21,-0.86258996,-0.61518437,-1.0197404371584702,0.24740558999999995
2010-06-16,-0.78420645,-0.53892076,0.5802595628415299,0.24528569
2010-08-04,-0.5549989000000001,-0.28992670000000004,0.98025956284153,0.26507220000000004
2010-09-15,-0.026581444,0.55713457,1.0802595628415304,0.583716014
2010-10-27,-0.6656376,-0.23347795,0.8802595628415297,0.43215965000000006
2010-12-08,-0.5809698,-0.21247825,-0.2197404371584704,0.36849155
2011-01-19,-0.24416184,0.19935587,0.08025956284152991,0.44351770999999995
2011-03-09,-0.031301863,0.67572415,0.18025956284153,0.707026013
2011-04-20,-0.16703358,0.53923404,0.4802595628415298,0.70626762
2011-06-15,0.05932780400000001,0.4294141,-0.6197404371584698,0.370086296
2011-08-03,-0.8653641,-0.4671128,-0.7197404371584699,0.3982513
2011-09-14,-0.6494546999999999,-0.13667956,-0.7197404371584699,0.5127751399999999
2011-10-26,-1.0005578000000002,-0.62518066,-1.2197404371584704,0.3753771400000001
2011-12-07,-0.8425031999999999,-0.60039026,-0.4197404371584701,0.24211293999999994
2012-01-18,-0.4744442,-0.102376334,-0.4197404371584703,0.37206786599999997
2012-03-07,-0.87391025,-0.13909388,-0.31974043715846995,0.73481637
2012-04-18,-0.97585464,-0.47624514,-0.31974043715846995,0.4996095
2012-06-13,-0.96230257,-0.37875152,-0.21974043715846991,0.58355105
2012-07-25,-0.93774104,0.017868064,0.38025956284153,0.955609104
2012-09-05,-0.5884729999999999,0.013677664,0.18025956284153,0.602150664
2012-10-17,-0.75171745,-0.041928686,1.08025956284153,0.709788764
2012-12-05,-0.27574608,0.4484788,-1.1197404371584705,0.72422488
2013-01-23,-0.6779673,-0.3193189,-1.1197404371584698,0.35864840000000003
2013-03-13,-0.59514284,-0.075918145,0.68025956284153,0.5192246949999999
2013-04-24,0.91707796,2.2025125,0.5802595628415297,1.2854345400000002
2013-06-12,-0.011339866,1.6879966,0.08025956284152991,1.6993364659999999
2013-07-24,-0.48145118,-0.08563956,0.28025956284152964,0.39581162
2013-09-11,-0.60150397,0.3618892,0.4802595628415298,0.96339317
2013-10-23,-0.6328102,-0.27776247,0.88025956284153,0.35504773
