,speech_date,gb_date,fomc_date,branch,speaker,y_actual,y_speech_implied
0,02/04/1993,17/03/1993,23/03/1993,RIC,broaddus,-0.181352459,-0.11065833
1,16/03/1995,25/01/1995,01/02/1995,RIC,broaddus,0.218647541,-0.024390223
2,11/01/1996,14/12/1995,19/12/1995,NY,sp,0.018647541,0.05204822
3,25/01/1996,14/12/1995,19/12/1995,NY,sp,0.018647541,0.024715496
4,02/02/1996,26/01/1996,31/01/1996,KC,hoenig,0.018647541,0.44775915
5,15/02/1996,26/01/1996,31/01/1996,CLE,jordan,0.018647541,0.20999347
6,20/02/1996,26/01/1996,31/01/1996,CLE,jordan,0.018647541,0.1827172
7,22/02/1996,26/01/1996,31/01/1996,ATL,guynn,0.018647541,0.18077627
8,27/02/1996,26/01/1996,31/01/1996,NY,sp,0.018647541,0.196657
9,11/03/1996,26/01/1996,31/01/1996,ATL,guynn,0.018647541,0.22446097
10,19/03/1996,26/01/1996,31/01/1996,CLE,jordan,0.018647541,0.1680276
11,21/03/1996,21/03/1996,26/03/1996,NY,sp,0.018647541,0.15585606
12,23/03/1996,21/03/1996,26/03/1996,NY,sp,0.018647541,0.15329447
13,25/03/1996,21/03/1996,26/03/1996,KC,hoenig,0.018647541,0.15387239
14,18/04/1996,21/03/1996,26/03/1996,CLE,jordan,0.018647541,0.14442395
15,24/04/1996,21/03/1996,26/03/1996,NY,sp,0.018647541,0.1565834
16,16/05/1996,16/05/1996,21/05/1996,CLE,jordan,0.018647541,0.012426255
17,23/05/1996,16/05/1996,21/05/1996,CLE,jordan,0.018647541,0.00084403
18,24/05/1996,16/05/1996,21/05/1996,ATL,guynn,0.018647541,-0.007921265
19,05/06/1996,16/05/1996,21/05/1996,NY,sp,0.018647541,0.022515578
20,05/06/1996,16/05/1996,21/05/1996,KC,hoenig,0.018647541,0.011317087
21,13/06/1996,16/05/1996,21/05/1996,FOMC,Greenspan,0.018647541,0.05275069
22,18/06/1996,16/05/1996,21/05/1996,FOMC,Kelley,0.018647541,0.05275069
23,19/06/1996,16/05/1996,21/05/1996,CLE,jordan,0.018647541,0.012021286
24,06/08/1996,26/06/1996,03/07/1996,CLE,jordan,0.018647541,-0.074487135
25,08/09/1996,15/08/1996,20/08/1996,FOMC,Meyer,0.118647541,0.01477216
26,11/09/1996,15/08/1996,20/08/1996,NY,sp,0.118647541,0.06281699
27,11/09/1996,15/08/1996,20/08/1996,CLE,jordan,0.118647541,0.019080622
28,18/09/1996,18/09/1996,24/09/1996,CLE,jordan,0.018647541,0.07332431
29,19/09/1996,18/09/1996,24/09/1996,FOMC,Greenspan,0.018647541,0.09418936
30,19/09/1996,18/09/1996,24/09/1996,CLE,jordan,0.018647541,0.12802479
31,01/10/1996,18/09/1996,24/09/1996,CLE,jordan,0.018647541,0.10286258
32,02/10/1996,18/09/1996,24/09/1996,NY,sp,0.018647541,0.09020533
33,02/10/1996,18/09/1996,24/09/1996,FOMC,Lindsey,0.018647541,0.1386577
34,05/10/1996,18/09/1996,24/09/1996,FOMC,Greenspan,0.018647541,0.06967805
35,07/10/1996,18/09/1996,24/09/1996,FOMC,Greenspan,0.018647541,0.09098743
36,08/10/1996,18/09/1996,24/09/1996,CLE,jordan,0.018647541,0.06563948
37,08/10/1996,18/09/1996,24/09/1996,NY,sp,0.018647541,0.1353867
38,09/10/1996,18/09/1996,24/09/1996,FOMC,Lindsey,0.018647541,0.10323584
39,11/10/1996,18/09/1996,24/09/1996,FOMC,Lindsey,0.018647541,0.12475741
40,16/10/1996,18/09/1996,24/09/1996,FOMC,Greenspan,0.018647541,0.08300631
41,17/10/1996,18/09/1996,24/09/1996,RIC,broaddus,0.018647541,0.046326026
42,23/10/1996,18/09/1996,24/09/1996,NY,sp,0.018647541,0.07043372
43,24/10/1996,18/09/1996,24/09/1996,FOMC,Phillips,0.018647541,0.14347294
44,28/10/1996,18/09/1996,24/09/1996,ATL,guynn,0.018647541,0.09279595
45,31/10/1996,18/09/1996,24/09/1996,FOMC,Kelley,0.018647541,0.058037236
46,06/11/1996,06/11/1996,13/11/1996,NY,sp,-0.081352459,0.28321666
47,06/11/1996,06/11/1996,13/11/1996,KC,hoenig,-0.081352459,0.19111067
48,18/11/1996,06/11/1996,13/11/1996,FOMC,Greenspan,-0.081352459,0.1685651
49,21/11/1996,06/11/1996,13/11/1996,FOMC,Meyer,-0.081352459,0.190558
50,22/11/1996,06/11/1996,13/11/1996,ATL,guynn,-0.081352459,0.269214
51,25/11/1996,06/11/1996,13/11/1996,FOMC,Phillips,-0.081352459,0.1685672
52,30/11/1996,06/11/1996,13/11/1996,CLE,jordan,-0.081352459,0.3403746
53,03/12/1996,06/11/1996,13/11/1996,FOMC,Kelley,-0.081352459,0.19948126
54,03/12/1996,06/11/1996,13/11/1996,NY,sp,-0.081352459,0.27149963
55,05/12/1996,06/11/1996,13/11/1996,FOMC,Greenspan,-0.081352459,0.25021973
56,06/12/1996,06/11/1996,13/11/1996,FOMC,Greenspan,-0.081352459,0.40213844
57,19/12/1996,12/12/1996,17/12/1996,FOMC,Rivlin,-0.081352459,0.13492839
58,05/01/1997,12/12/1996,17/12/1996,FOMC,Meyer,-0.081352459,0.073831126
59,06/01/1997,12/12/1996,17/12/1996,ATL,guynn,-0.081352459,0.1481299
60,14/01/1997,12/12/1996,17/12/1996,FOMC,Greenspan,-0.081352459,0.119566545
61,16/01/1997,12/12/1996,17/12/1996,FOMC,Meyer,-0.081352459,0.097669095
62,23/01/1997,12/12/1996,17/12/1996,ATL,guynn,-0.081352459,0.14704321
63,24/01/1997,12/12/1996,17/12/1996,FOMC,Meyer,-0.081352459,0.04660867
64,28/01/1997,12/12/1996,17/12/1996,FOMC,Phillips,-0.081352459,0.12839521
65,29/01/1997,29/01/1997,05/02/1997,FOMC,Kelley,-0.381352459,0.25701857
66,14/02/1997,29/01/1997,05/02/1997,FOMC,Phillips,-0.381352459,0.27186254
67,21/02/1997,29/01/1997,05/02/1997,FOMC,Greenspan,-0.381352459,0.18646686
68,21/02/1997,29/01/1997,05/02/1997,RIC,broaddus,-0.381352459,0.2463651
69,03/03/1997,29/01/1997,05/02/1997,FOMC,Phillips,-0.381352459,0.23984008
70,07/03/1997,29/01/1997,05/02/1997,FOMC,Greenspan,-0.381352459,0.25012392
71,07/03/1997,29/01/1997,05/02/1997,BOS,minehan,-0.381352459,0.24770568
72,13/03/1997,29/01/1997,05/02/1997,FOMC,Rivlin,-0.381352459,0.2603828
73,22/03/1997,19/03/1997,25/03/1997,FOMC,Greenspan,-0.181352459,-0.004849153
74,04/04/1997,19/03/1997,25/03/1997,FOMC,Rivlin,-0.181352459,-0.057590008
75,08/04/1997,19/03/1997,25/03/1997,CLE,jordan,-0.181352459,-0.071842805
76,10/04/1997,19/03/1997,25/03/1997,FOMC,Meyer,-0.181352459,-0.080347255
77,12/04/1997,19/03/1997,25/03/1997,FOMC,Greenspan,-0.181352459,0.003423525
78,13/04/1997,19/03/1997,25/03/1997,CLE,jordan,-0.181352459,-0.037010714
79,17/04/1997,19/03/1997,25/03/1997,KC,hoenig,-0.181352459,-0.044957444
80,23/04/1997,19/03/1997,25/03/1997,ATL,guynn,-0.181352459,-0.04973866
81,24/04/1997,19/03/1997,25/03/1997,FOMC,Meyer,-0.181352459,-0.10992871
82,25/04/1997,19/03/1997,25/03/1997,CLE,jordan,-0.181352459,-0.017192738
83,29/04/1997,19/03/1997,25/03/1997,PHI,boehne,-0.181352459,-0.041569397
84,29/04/1997,19/03/1997,25/03/1997,FOMC,Greenspan,-0.181352459,-0.03480287
85,30/04/1997,19/03/1997,25/03/1997,ATL,guynn,-0.181352459,-0.046287283
86,01/05/1997,19/03/1997,25/03/1997,SF,parry,-0.181352459,-0.032763526
87,01/05/1997,19/03/1997,25/03/1997,FOMC,Greenspan,-0.181352459,-0.02873862
88,03/05/1997,19/03/1997,25/03/1997,FOMC,Greenspan,-0.181352459,-0.04087676
89,07/05/1997,19/03/1997,25/03/1997,CLE,jordan,-0.181352459,-0.053021654
90,07/05/1997,19/03/1997,25/03/1997,ATL,guynn,-0.181352459,-0.057126567
91,08/05/1997,19/03/1997,25/03/1997,FOMC,Greenspan,-0.181352459,-0.04709603
92,23/05/1997,15/05/1997,20/05/1997,FOMC,Meyer,-0.281352459,0.23302834
93,30/05/1997,15/05/1997,20/05/1997,NY,sp,-0.281352459,0.27511185
94,04/06/1997,15/05/1997,20/05/1997,MIN,stern,-0.281352459,0.25836697
95,10/06/1997,15/05/1997,20/05/1997,FOMC,Greenspan,-0.281352459,0.25592896
96,12/06/1997,15/05/1997,20/05/1997,CLE,jordan,-0.281352459,0.28945783
97,18/06/1997,15/05/1997,20/05/1997,FOMC,Phillips,-0.281352459,0.21776657
98,18/06/1997,15/05/1997,20/05/1997,FOMC,Meyer,-0.281352459,0.21700308
99,10/07/1997,25/06/1997,02/07/1997,CLE,jordan,-0.081352459,0.20002292
100,23/07/1997,25/06/1997,02/07/1997,NY,sp,-0.081352459,0.25845414
101,25/07/1997,25/06/1997,02/07/1997,MIN,stern,-0.081352459,0.24417515
102,01/08/1997,25/06/1997,02/07/1997,RIC,broaddus,-0.081352459,0.24305286
103,08/08/1997,25/06/1997,02/07/1997,ATL,guynn,-0.081352459,0.2152166
104,04/09/1997,14/08/1997,19/08/1997,FOMC,Meyer,-0.281352459,0.31754386
105,05/09/1997,14/08/1997,19/08/1997,FOMC,Greenspan,-0.281352459,0.2310435
106,10/09/1997,14/08/1997,19/08/1997,NY,sp,-0.281352459,0.28677583
107,12/09/1997,14/08/1997,19/08/1997,FOMC,Greenspan,-0.281352459,0.29396835
108,12/09/1997,14/08/1997,19/08/1997,FOMC,Meyer,-0.281352459,0.297901
109,15/09/1997,14/08/1997,19/08/1997,MIN,stern,-0.281352459,0.33939946
110,15/09/1997,14/08/1997,19/08/1997,ATL,guynn,-0.281352459,0.21948557
111,17/09/1997,14/08/1997,19/08/1997,FOMC,Meyer,-0.281352459,0.15219787
112,19/09/1997,14/08/1997,19/08/1997,CLE,jordan,-0.281352459,0.31601602
113,19/09/1997,14/08/1997,19/08/1997,FOMC,Phillips,-0.281352459,0.27258953
114,21/09/1997,14/08/1997,19/08/1997,NY,sp,-0.281352459,0.31386024
115,22/09/1997,14/08/1997,19/08/1997,CLE,jordan,-0.281352459,0.33091557
116,23/09/1997,14/08/1997,19/08/1997,ATL,guynn,-0.281352459,0.3050325
117,23/09/1997,14/08/1997,19/08/1997,FOMC,Kelley,-0.281352459,0.20028992
118,03/10/1997,24/09/1997,30/09/1997,CLE,jordan,-0.081352459,0.2037784
119,05/10/1997,24/09/1997,30/09/1997,FOMC,Greenspan,-0.081352459,0.16718298
120,07/10/1997,24/09/1997,30/09/1997,CLE,jordan,-0.081352459,0.21121177
121,11/10/1997,24/09/1997,30/09/1997,FOMC,Greenspan,-0.081352459,0.20132256
122,14/10/1997,24/09/1997,30/09/1997,FOMC,Greenspan,-0.081352459,0.19228254
123,14/10/1997,24/09/1997,30/09/1997,FOMC,Meyer,-0.081352459,0.1442605
124,14/10/1997,24/09/1997,30/09/1997,FOMC,Greenspan,-0.081352459,0.15821122
125,15/10/1997,24/09/1997,30/09/1997,FOMC,Phillips,-0.081352459,0.17191549
126,17/10/1997,24/09/1997,30/09/1997,ATL,guynn,-0.081352459,0.14608373
127,21/10/1997,24/09/1997,30/09/1997,RIC,broaddus,-0.081352459,0.1622686
128,27/10/1997,24/09/1997,30/09/1997,RIC,broaddus,-0.081352459,0.2730205
129,30/10/1997,24/09/1997,30/09/1997,FOMC,Phillips,-0.081352459,0.16290888
130,30/10/1997,24/09/1997,30/09/1997,CLE,jordan,-0.081352459,0.19535318
131,31/10/1997,24/09/1997,30/09/1997,FOMC,Meyer,-0.081352459,0.22766848
132,04/11/1997,24/09/1997,30/09/1997,FOMC,Phillips,-0.081352459,0.16453873
133,05/11/1997,24/09/1997,30/09/1997,ATL,guynn,-0.081352459,0.14204441
134,07/11/1997,06/11/1997,12/11/1997,FOMC,Greenspan,0.218647541,0.046210065
135,17/11/1997,06/11/1997,12/11/1997,NY,sp,0.218647541,0.050083503
136,01/12/1997,06/11/1997,12/11/1997,FOMC,Meyer,0.218647541,0.11918931
137,02/12/1997,06/11/1997,12/11/1997,FOMC,Greenspan,0.218647541,0.069737524
138,02/12/1997,06/11/1997,12/11/1997,NY,sp,0.218647541,0.08723022
139,03/12/1997,06/11/1997,12/11/1997,FOMC,Greenspan,0.218647541,0.08025339
140,15/12/1997,11/12/1997,16/12/1997,FOMC,Kelley,0.318647541,0.016788555
141,17/12/1997,11/12/1997,16/12/1997,RIC,broaddus,0.318647541,0.036009386
142,03/01/1998,11/12/1997,16/12/1997,FOMC,Greenspan,0.318647541,0.010412751
143,05/01/1998,11/12/1997,16/12/1997,ATL,guynn,0.318647541,0.043281123
144,08/01/1998,11/12/1997,16/12/1997,FOMC,Meyer,0.318647541,-0.050404593
145,12/01/1998,11/12/1997,16/12/1997,FOMC,Greenspan,0.318647541,0.03478028
146,15/01/1998,11/12/1997,16/12/1997,NY,mcd,0.318647541,0.07375166
147,16/01/1998,11/12/1997,16/12/1997,FOMC,Greenspan,0.318647541,0.036855623
148,20/01/1998,11/12/1997,16/12/1997,MIN,stern,0.318647541,0.021180881
149,20/01/1998,11/12/1997,16/12/1997,PHI,boehne,0.318647541,0.045754343
150,22/01/1998,11/12/1997,16/12/1997,CLE,jordan,0.318647541,0.04919651
151,22/01/1998,11/12/1997,16/12/1997,KC,hoenig,0.318647541,0.022103949
152,23/01/1998,11/12/1997,16/12/1997,NY,mcd,0.318647541,0.045142725
153,29/01/1998,28/01/1998,04/02/1998,MIN,stern,0.118647541,0.25787315
154,29/01/1998,28/01/1998,04/02/1998,KC,hoenig,0.118647541,0.29110044
155,06/02/1998,28/01/1998,04/02/1998,CLE,jordan,0.118647541,0.17103429
156,11/02/1998,28/01/1998,04/02/1998,FOMC,Kelley,0.118647541,0.26384994
157,17/02/1998,28/01/1998,04/02/1998,FOMC,Rivlin,0.118647541,0.27929923
158,17/02/1998,28/01/1998,04/02/1998,ATL,guynn,0.118647541,0.28328076
159,26/02/1998,28/01/1998,04/02/1998,FOMC,Greenspan,0.118647541,0.25067776
160,26/02/1998,28/01/1998,04/02/1998,PHI,boehne,0.118647541,0.32648584
161,27/02/1998,28/01/1998,04/02/1998,FOMC,Gramlich,0.118647541,0.16244163
162,27/02/1998,28/01/1998,04/02/1998,FOMC,Greenspan,0.118647541,0.24884313
163,02/03/1998,28/01/1998,04/02/1998,FOMC,Meyer,0.118647541,0.26761734
164,03/03/1998,28/01/1998,04/02/1998,FOMC,Greenspan,0.118647541,0.26854688
165,04/03/1998,28/01/1998,04/02/1998,ATL,guynn,0.118647541,0.2510816
166,04/03/1998,28/01/1998,04/02/1998,FOMC,Ferguson,0.118647541,0.30941778
167,06/03/1998,28/01/1998,04/02/1998,FOMC,Gramlich,0.118647541,0.25668994
168,09/03/1998,28/01/1998,04/02/1998,FOMC,Ferguson,0.118647541,0.1900737
169,11/03/1998,28/01/1998,04/02/1998,MIN,stern,0.118647541,0.31841144
170,16/03/1998,28/01/1998,04/02/1998,FOMC,Meyer,0.118647541,0.23574112
171,17/03/1998,28/01/1998,04/02/1998,FOMC,Phillips,0.118647541,0.2767776
172,19/03/1998,28/01/1998,04/02/1998,FOMC,Rivlin,0.118647541,0.24402554
173,19/03/1998,28/01/1998,04/02/1998,FOMC,Ferguson,0.118647541,0.25931907
174,19/03/1998,28/01/1998,04/02/1998,KC,hoenig,0.118647541,0.32775986
175,20/03/1998,28/01/1998,04/02/1998,PHI,boehne,0.118647541,0.29394785
176,26/03/1998,25/03/1998,31/03/1998,BOS,minehan,0.318647541,0.10260482
177,26/03/1998,25/03/1998,31/03/1998,FOMC,Phillips,0.318647541,0.19883808
178,02/04/1998,25/03/1998,31/03/1998,FOMC,Greenspan,0.318647541,0.12291321
179,02/04/1998,25/03/1998,31/03/1998,FOMC,Meyer,0.318647541,0.32074124
180,04/04/1998,25/03/1998,31/03/1998,FOMC,Ferguson,0.318647541,0.07803741
181,07/04/1998,25/03/1998,31/03/1998,CLE,jordan,0.318647541,0.17139606
182,08/04/1998,25/03/1998,31/03/1998,NY,mcd,0.318647541,0.16041324
183,09/04/1998,25/03/1998,31/03/1998,FOMC,Meyer,0.318647541,0.08877304
184,16/04/1998,25/03/1998,31/03/1998,FOMC,Meyer,0.318647541,0.19225955
185,16/04/1998,25/03/1998,31/03/1998,FOMC,Ferguson,0.318647541,0.14823873
186,22/04/1998,25/03/1998,31/03/1998,KC,hoenig,0.318647541,0.13189156
187,23/04/1998,25/03/1998,31/03/1998,CLE,jordan,0.318647541,0.20468801
188,23/04/1998,25/03/1998,31/03/1998,FOMC,Rivlin,0.318647541,0.1300553
189,24/04/1998,25/03/1998,31/03/1998,SF,parry,0.318647541,0.1951009
190,30/04/1998,25/03/1998,31/03/1998,SF,parry,0.318647541,0.18013826
191,30/04/1998,25/03/1998,31/03/1998,FOMC,Meyer,0.318647541,0.13987052
192,30/04/1998,25/03/1998,31/03/1998,NY,mcd,0.318647541,0.14452681
193,02/05/1998,25/03/1998,31/03/1998,FOMC,Greenspan,0.318647541,0.21496892
194,04/05/1998,25/03/1998,31/03/1998,ATL,guynn,0.318647541,0.13357745
195,04/05/1998,25/03/1998,31/03/1998,NY,mcd,0.318647541,0.14588977
196,07/05/1998,25/03/1998,31/03/1998,FOMC,Rivlin,0.318647541,0.09601048
197,07/05/1998,25/03/1998,31/03/1998,FOMC,Greenspan,0.318647541,0.14364806
198,11/05/1998,25/03/1998,31/03/1998,BOS,minehan,0.318647541,0.17549887
199,12/05/1998,25/03/1998,31/03/1998,FOMC,Meyer,0.318647541,0.17207152
200,12/05/1998,25/03/1998,31/03/1998,FOMC,Rivlin,0.318647541,0.18700005
201,17/05/1998,14/05/1998,19/05/1998,BOS,minehan,0.418647541,0.4181533
202,20/05/1998,14/05/1998,19/05/1998,FOMC,Greenspan,0.418647541,0.41734034
203,21/05/1998,14/05/1998,19/05/1998,BOS,minehan,0.418647541,0.4454034
204,22/05/1998,14/05/1998,19/05/1998,ATL,guynn,0.418647541,0.4226442
205,02/06/1998,14/05/1998,19/05/1998,SF,parry,0.418647541,0.4296458
206,03/06/1998,14/05/1998,19/05/1998,FOMC,Meyer,0.418647541,0.189125
207,09/06/1998,14/05/1998,19/05/1998,FOMC,Meyer,0.418647541,0.47027278
208,13/06/1998,14/05/1998,19/05/1998,ATL,guynn,0.418647541,0.37759826
209,18/06/1998,14/05/1998,19/05/1998,FOMC,Rivlin,0.418647541,0.42673084
210,19/06/1998,14/05/1998,19/05/1998,CLE,jordan,0.418647541,0.4016925
211,25/06/1998,24/06/1998,01/07/1998,BOS,minehan,0.518647541,0.5621452
212,09/07/1998,24/06/1998,01/07/1998,FOMC,Ferguson,0.518647541,0.55155313
213,10/07/1998,24/06/1998,01/07/1998,FOMC,Greenspan,0.518647541,0.54828584
214,15/07/1998,24/06/1998,01/07/1998,STL,poole,0.518647541,0.5359575
215,20/07/1998,24/06/1998,01/07/1998,FOMC,Ferguson,0.518647541,0.5470463
216,22/07/1998,24/06/1998,01/07/1998,NY,mcd,0.518647541,0.5593244
217,28/08/1998,13/08/1998,18/08/1998,FOMC,Greenspan,0.518647541,0.5144965
218,03/09/1998,13/08/1998,18/08/1998,ATL,guynn,0.518647541,0.40991426
219,04/09/1998,13/08/1998,18/08/1998,FOMC,Greenspan,0.518647541,0.3913755
220,10/09/1998,13/08/1998,18/08/1998,SF,parry,0.518647541,0.46917966
221,11/09/1998,13/08/1998,18/08/1998,SF,parry,0.518647541,0.43784708
222,14/09/1998,13/08/1998,18/08/1998,ATL,guynn,0.518647541,0.42058885
223,15/09/1998,13/08/1998,18/08/1998,SF,parry,0.518647541,0.47306758
224,15/09/1998,13/08/1998,18/08/1998,FOMC,Gramlich,0.518647541,0.38116667
225,16/09/1998,13/08/1998,18/08/1998,STL,poole,0.518647541,0.38944435
226,16/09/1998,13/08/1998,18/08/1998,CLE,jordan,0.518647541,0.40110838
227,17/09/1998,13/08/1998,18/08/1998,FOMC,Ferguson,0.518647541,0.3285519
228,17/09/1998,13/08/1998,18/08/1998,RIC,broaddus,0.518647541,0.3605924
229,18/09/1998,13/08/1998,18/08/1998,FOMC,Meyer,0.518647541,0.5185417
230,19/09/1998,13/08/1998,18/08/1998,DAL,poole,0.518647541,0.45809305
231,22/09/1998,13/08/1998,18/08/1998,CLE,jordan,0.518647541,0.43108118
232,22/09/1998,13/08/1998,18/08/1998,NY,mcd,0.518647541,0.39291888
233,28/09/1998,23/09/1998,29/09/1998,FOMC,Rivlin,0.418647541,0.2893757
234,29/09/1998,23/09/1998,29/09/1998,FOMC,Ferguson,0.418647541,0.2967248
235,01/10/1998,23/09/1998,29/09/1998,NY,mcd,0.418647541,0.33430415
236,05/10/1998,23/09/1998,29/09/1998,FOMC,Meyer,0.418647541,0.41003627
237,09/10/1998,23/09/1998,29/09/1998,SF,parry,0.418647541,0.30464688
238,13/10/1998,23/09/1998,29/09/1998,SF,parry,0.418647541,0.36756563
239,14/10/1998,23/09/1998,29/09/1998,FOMC,Ferguson,0.418647541,0.33898252
240,16/10/1998,23/09/1998,29/09/1998,FOMC,Ferguson,0.418647541,0.3475186
241,19/10/1998,23/09/1998,29/09/1998,NY,mcd,0.418647541,0.31936634
242,22/10/1998,23/09/1998,29/09/1998,STL,poole,0.418647541,0.23493047
243,22/10/1998,23/09/1998,29/09/1998,NY,mcd,0.418647541,0.33779788
244,22/10/1998,23/09/1998,29/09/1998,FOMC,Meyer,0.418647541,0.30199438
245,22/10/1998,23/09/1998,29/09/1998,FOMC,Rivlin,0.418647541,0.3030002
246,22/10/1998,23/09/1998,29/09/1998,FOMC,Ferguson,0.418647541,0.35870558
247,26/10/1998,23/09/1998,29/09/1998,STL,poole,0.418647541,0.4078196
248,27/10/1998,23/09/1998,29/09/1998,FOMC,Ferguson,0.418647541,0.30981773
249,29/10/1998,23/09/1998,29/09/1998,FOMC,Kelley,0.418647541,0.2793551
250,05/11/1998,23/09/1998,29/09/1998,FOMC,Greenspan,0.418647541,0.2896775
251,06/11/1998,23/09/1998,29/09/1998,FOMC,Gramlich,0.418647541,0.28204772
252,12/11/1998,12/11/1998,17/11/1998,FOMC,Meyer,0.218647541,0.44553345
253,19/11/1998,12/11/1998,17/11/1998,DAL,poole,0.218647541,0.50072986
254,20/11/1998,12/11/1998,17/11/1998,BOS,minehan,0.218647541,0.3807208
255,23/11/1998,12/11/1998,17/11/1998,SF,parry,0.218647541,0.4205709
256,24/11/1998,12/11/1998,17/11/1998,NY,mcd,0.218647541,0.367265
257,28/11/1998,12/11/1998,17/11/1998,DAL,poole,0.218647541,0.40567034
258,03/12/1998,12/11/1998,17/11/1998,STL,poole,0.218647541,0.5282295
259,08/12/1998,12/11/1998,17/11/1998,BOS,minehan,0.218647541,0.4285887
260,14/12/1998,12/11/1998,17/11/1998,NY,mcd,0.218647541,0.42532098
261,03/01/1999,16/12/1998,22/12/1998,FOMC,Ferguson,0.018647541,0.20448282
262,04/01/1999,16/12/1998,22/12/1998,FOMC,Meyer,0.018647541,0.28399307
263,04/01/1999,16/12/1998,22/12/1998,ATL,guynn,0.018647541,0.21575148
264,08/01/1999,16/12/1998,22/12/1998,BOS,minehan,0.018647541,0.21541868
265,11/01/1999,16/12/1998,22/12/1998,FOMC,Meyer,0.018647541,0.29057205
266,12/01/1999,16/12/1998,22/12/1998,STL,poole,0.018647541,0.19532706
267,15/01/1999,16/12/1998,22/12/1998,FOMC,Ferguson,0.018647541,0.22838533
268,15/01/1999,16/12/1998,22/12/1998,SF,parry,0.018647541,0.21752644
269,20/01/1999,16/12/1998,22/12/1998,NY,mcd,0.018647541,0.22406939
270,21/01/1999,16/12/1998,22/12/1998,BOS,minehan,0.018647541,0.20594288
271,21/01/1999,16/12/1998,22/12/1998,CLE,jordan,0.018647541,0.22641958
272,21/01/1999,16/12/1998,22/12/1998,STL,poole,0.018647541,0.18898259
273,21/01/1999,16/12/1998,22/12/1998,FOMC,Ferguson,0.018647541,0.21328136
274,21/01/1999,16/12/1998,22/12/1998,NY,mcd,0.018647541,0.21166979
275,25/01/1999,16/12/1998,22/12/1998,PHI,boehne,0.018647541,0.27181655
276,11/02/1999,28/01/1999,03/02/1999,FOMC,Ferguson,0.018647541,0.3514483
277,12/02/1999,28/01/1999,03/02/1999,STL,poole,0.018647541,0.4172989
278,16/02/1999,28/01/1999,03/02/1999,FOMC,Greenspan,0.018647541,0.41160536
279,24/02/1999,28/01/1999,03/02/1999,FOMC,Rivlin,0.018647541,0.3431123
280,25/02/1999,28/01/1999,03/02/1999,FOMC,Ferguson,0.018647541,0.4309412
281,25/02/1999,28/01/1999,03/02/1999,FOMC,Meyer,0.018647541,0.40246174
282,25/02/1999,28/01/1999,03/02/1999,PHI,boehne,0.018647541,0.39542767
283,26/02/1999,28/01/1999,03/02/1999,SF,parry,0.018647541,0.4009655
284,26/02/1999,28/01/1999,03/02/1999,MIN,stern,0.018647541,0.44176513
285,01/03/1999,28/01/1999,03/02/1999,FOMC,Rivlin,0.018647541,0.378641
286,03/03/1999,28/01/1999,03/02/1999,NY,mcd,0.018647541,0.39654392
287,03/03/1999,28/01/1999,03/02/1999,FOMC,Ferguson,0.018647541,0.3444687
288,05/03/1999,28/01/1999,03/02/1999,PHI,boehne,0.018647541,0.41410688
289,08/03/1999,28/01/1999,03/02/1999,FOMC,Greenspan,0.018647541,0.3821911
290,08/03/1999,28/01/1999,03/02/1999,FOMC,Gramlich,0.018647541,0.44280332
291,09/03/1999,28/01/1999,03/02/1999,FOMC,Greenspan,0.018647541,0.39538682
292,10/03/1999,28/01/1999,03/02/1999,FOMC,Kelley,0.018647541,0.36377338
293,12/03/1999,28/01/1999,03/02/1999,FOMC,Meyer,0.018647541,0.413351
294,16/03/1999,28/01/1999,03/02/1999,STL,poole,0.018647541,0.3244162
295,16/03/1999,28/01/1999,03/02/1999,FOMC,Ferguson,0.018647541,0.40940922
296,16/03/1999,28/01/1999,03/02/1999,FOMC,Greenspan,0.018647541,0.3675756
297,17/03/1999,28/01/1999,03/02/1999,BOS,minehan,0.018647541,0.38095197
298,17/03/1999,28/01/1999,03/02/1999,NY,mcd,0.018647541,0.38128787
299,19/03/1999,28/01/1999,03/02/1999,FOMC,Greenspan,0.018647541,0.40837955
300,22/03/1999,28/01/1999,03/02/1999,ATL,guynn,0.018647541,0.35353124
301,23/03/1999,28/01/1999,03/02/1999,SF,parry,0.018647541,0.44086665
302,24/03/1999,24/03/1999,30/03/1999,NY,mcd,-0.081352459,0.25289392
303,25/03/1999,24/03/1999,30/03/1999,KC,hoenig,-0.081352459,0.25267032
304,25/03/1999,24/03/1999,30/03/1999,FOMC,Kelley,-0.081352459,0.19136956
305,26/03/1999,24/03/1999,30/03/1999,PHI,boehne,-0.081352459,0.20974591
306,06/04/1999,24/03/1999,30/03/1999,FOMC,Rivlin,-0.081352459,0.28021523
307,07/04/1999,24/03/1999,30/03/1999,SF,parry,-0.081352459,0.21218395
308,13/04/1999,24/03/1999,30/03/1999,FOMC,Ferguson,-0.081352459,0.23452522
309,14/04/1999,24/03/1999,30/03/1999,RIC,broaddus,-0.081352459,0.20942762
310,14/04/1999,24/03/1999,30/03/1999,MIN,stern,-0.081352459,0.2355119
311,14/04/1999,24/03/1999,30/03/1999,FOMC,Meyer,-0.081352459,0.20566238
312,16/04/1999,24/03/1999,30/03/1999,CLE,jordan,-0.081352459,0.19440563
313,16/04/1999,24/03/1999,30/03/1999,FOMC,Greenspan,-0.081352459,0.1633845
314,16/04/1999,24/03/1999,30/03/1999,STL,poole,-0.081352459,0.16398652
