,cpi_date,gb_date,fomc_date,branch,speaker,y_actual,y_speech_implied
739,22/04/2002,13/03/2002,19/03/2002,FOMC,Greenspan,-1.739378415,-0.07861047
740,23/04/2002,13/03/2002,19/03/2002,SF,parry,-1.739378415,-0.45182174
741,25/04/2002,13/03/2002,19/03/2002,PHI,santomero,-1.739378415,-0.2025601
742,25/04/2002,13/03/2002,19/03/2002,MIN,stern,-1.739378415,-0.01670295
743,25/04/2002,13/03/2002,19/03/2002,STL,poole,-1.739378415,-0.33340874
744,25/04/2002,13/03/2002,19/03/2002,NY,mcd,-1.739378415,0.10760667
745,26/04/2002,13/03/2002,19/03/2002,KC,hoenig,-1.739378415,-0.018260084
746,30/04/2002,13/03/2002,19/03/2002,FOMC,Olson,-1.739378415,-0.32455882
747,01/05/2002,01/05/2002,07/05/2002,CHI,,-1.039378415,-2.8309565
748,01/05/2002,01/05/2002,07/05/2002,SF,parry,-1.039378415,-2.894784
749,02/05/2002,01/05/2002,07/05/2002,FOMC,Gramlich,-1.039378415,-2.8682919
750,03/05/2002,01/05/2002,07/05/2002,FOMC,Greenspan,-1.039378415,-2.9698265
751,08/05/2002,01/05/2002,07/05/2002,BOS,minehan,-1.039378415,-2.8601677
752,09/05/2002,01/05/2002,07/05/2002,FOMC,Ferguson,-1.039378415,-2.8900385
753,09/05/2002,01/05/2002,07/05/2002,CHI,,-1.039378415,-2.9196026
754,10/05/2002,01/05/2002,07/05/2002,CHI,,-1.039378415,-2.8783412
755,10/05/2002,01/05/2002,07/05/2002,FOMC,Greenspan,-1.039378415,-2.806939
756,11/05/2002,01/05/2002,07/05/2002,FOMC,Ferguson,-1.039378415,-2.8934765
757,13/05/2002,01/05/2002,07/05/2002,FOMC,Ferguson,-1.039378415,-2.8767328
758,13/05/2002,01/05/2002,07/05/2002,PHI,santomero,-1.039378415,-2.729748
759,14/05/2002,01/05/2002,07/05/2002,SF,parry,-1.039378415,-2.8842993
760,14/05/2002,01/05/2002,07/05/2002,NY,mcd,-1.039378415,-2.8039536
761,16/05/2002,01/05/2002,07/05/2002,CHI,,-1.039378415,-2.88975
762,17/05/2002,01/05/2002,07/05/2002,FOMC,Olson,-1.039378415,-2.8915157
763,19/05/2002,01/05/2002,07/05/2002,MIN,stern,-1.039378415,-2.8823023
764,21/05/2002,01/05/2002,07/05/2002,FOMC,Olson,-1.039378415,-2.8831663
765,23/05/2002,01/05/2002,07/05/2002,CHI,,-1.039378415,-2.8053048
766,31/05/2002,01/05/2002,07/05/2002,FOMC,Olson,-1.039378415,-2.9349174
767,06/06/2002,01/05/2002,07/05/2002,SF,parry,-1.039378415,-2.8775601
768,10/06/2002,01/05/2002,07/05/2002,FOMC,Bies,-1.039378415,-2.780801
769,11/06/2002,01/05/2002,07/05/2002,FOMC,Bies,-1.039378415,-2.8436713
770,13/06/2002,01/05/2002,07/05/2002,PHI,santomero,-1.039378415,-2.779757
771,20/06/2002,20/06/2002,26/06/2002,FOMC,Bies,0.660621585,-1.3468207
772,21/06/2002,20/06/2002,26/06/2002,FOMC,Ferguson,0.660621585,-1.4828149
773,02/07/2002,20/06/2002,26/06/2002,NY,mcd,0.660621585,-1.4117273
774,05/07/2002,20/06/2002,26/06/2002,FOMC,Gramlich,0.660621585,-1.5269502
775,08/07/2002,20/06/2002,26/06/2002,FOMC,Olson,0.660621585,-1.4378277
776,12/07/2002,20/06/2002,26/06/2002,STL,poole,0.660621585,-1.6833621
777,26/07/2002,20/06/2002,26/06/2002,FOMC,Olson,0.660621585,-1.3695735
778,02/08/2002,20/06/2002,26/06/2002,SF,parry,0.660621585,-1.5355095
779,04/08/2002,20/06/2002,26/06/2002,STL,poole,0.660621585,-1.2307022
780,21/08/2002,07/08/2002,13/08/2002,PHI,santomero,0.460621585,0.7507791
781,21/08/2002,07/08/2002,13/08/2002,CHI,,0.460621585,0.7724029
782,21/08/2002,07/08/2002,13/08/2002,SF,parry,0.460621585,0.71385413
783,26/08/2002,07/08/2002,13/08/2002,STL,poole,0.460621585,0.72485906
784,30/08/2002,07/08/2002,13/08/2002,FOMC,Greenspan,0.460621585,0.7568222
785,09/09/2002,07/08/2002,13/08/2002,BOS,minehan,0.460621585,0.79174846
786,09/09/2002,07/08/2002,13/08/2002,CHI,,0.460621585,0.76125985
787,11/09/2002,07/08/2002,13/08/2002,NY,mcd,0.460621585,0.73046684
788,12/09/2002,07/08/2002,13/08/2002,SF,parry,0.460621585,0.73281443
789,20/09/2002,18/09/2002,24/09/2002,DAL,poole,-0.539378415,0.6557234
790,23/09/2002,18/09/2002,24/09/2002,KC,hoenig,-0.539378415,0.8110617
791,25/09/2002,18/09/2002,24/09/2002,FOMC,Greenspan,-0.539378415,0.76308936
792,25/09/2002,18/09/2002,24/09/2002,FOMC,Greenspan,-0.539378415,0.6692503
793,25/09/2002,18/09/2002,24/09/2002,FOMC,Greenspan,-0.539378415,0.5134616
794,28/09/2002,18/09/2002,24/09/2002,FOMC,Bies,-0.539378415,0.91214293
795,29/09/2002,18/09/2002,24/09/2002,NY,mcd,-0.539378415,0.68452996
796,01/10/2002,18/09/2002,24/09/2002,FOMC,Bies,-0.539378415,0.91742176
797,02/10/2002,18/09/2002,24/09/2002,ATL,guynn,-0.539378415,0.67725384
798,02/10/2002,18/09/2002,24/09/2002,SF,parry,-0.539378415,0.562109
799,03/10/2002,18/09/2002,24/09/2002,FOMC,Ferguson,-0.539378415,0.58027476
800,03/10/2002,18/09/2002,24/09/2002,CHI,,-0.539378415,0.73339254
801,07/10/2002,18/09/2002,24/09/2002,FOMC,Greenspan,-0.539378415,0.5723911
802,08/10/2002,18/09/2002,24/09/2002,FOMC,Bies,-0.539378415,0.94326216
803,09/10/2002,18/09/2002,24/09/2002,FOMC,Ferguson,-0.539378415,0.5546126
804,15/10/2002,18/09/2002,24/09/2002,FOMC,Bernanke,-0.539378415,1.0819668
805,16/10/2002,18/09/2002,24/09/2002,FOMC,Ferguson,-0.539378415,1.009882
806,16/10/2002,18/09/2002,24/09/2002,FOMC,Gramlich,-0.539378415,1.1976796
807,16/10/2002,18/09/2002,24/09/2002,FOMC,Ferguson,-0.539378415,0.5509421
808,17/10/2002,18/09/2002,24/09/2002,DAL,poole,-0.539378415,0.6162418
809,17/10/2002,18/09/2002,24/09/2002,NY,mcd,-0.539378415,0.5132549
810,17/10/2002,18/09/2002,24/09/2002,CHI,,-0.539378415,0.69961286
811,18/10/2002,18/09/2002,24/09/2002,BOS,minehan,-0.539378415,0.657601
812,22/10/2002,18/09/2002,24/09/2002,DAL,poole,-0.539378415,0.94433373
813,22/10/2002,18/09/2002,24/09/2002,STL,poole,-0.539378415,0.7021124
814,22/10/2002,18/09/2002,24/09/2002,FOMC,Olson,-0.539378415,0.7348631
815,23/10/2002,18/09/2002,24/09/2002,FOMC,Greenspan,-0.539378415,0.63442856
816,24/10/2002,18/09/2002,24/09/2002,MIN,stern,-0.539378415,0.59680563
817,24/10/2002,18/09/2002,24/09/2002,FOMC,Ferguson,-0.539378415,0.51465446
818,28/10/2002,18/09/2002,24/09/2002,PHI,santomero,-0.539378415,0.81554735
819,29/10/2002,18/09/2002,24/09/2002,CHI,,-0.539378415,0.8412855
820,29/10/2002,18/09/2002,24/09/2002,FOMC,Greenspan,-0.539378415,0.61077386
821,07/11/2002,30/10/2002,06/11/2002,FOMC,Bies,-0.139378415,-0.66695154
822,07/11/2002,30/10/2002,06/11/2002,FOMC,Gramlich,-0.139378415,-0.42223597
823,08/11/2002,30/10/2002,06/11/2002,FOMC,Bernanke,-0.139378415,-0.6475691
824,12/11/2002,30/10/2002,06/11/2002,FOMC,Ferguson,-0.139378415,-0.47426683
825,12/11/2002,30/10/2002,06/11/2002,FOMC,Bies,-0.139378415,-0.37845278
826,12/11/2002,30/10/2002,06/11/2002,FOMC,Greenspan,-0.139378415,-0.4628424
827,12/11/2002,30/10/2002,06/11/2002,PHI,santomero,-0.139378415,-0.36670107
828,12/11/2002,30/10/2002,06/11/2002,FOMC,Olson,-0.139378415,-0.3872413
829,12/11/2002,30/10/2002,06/11/2002,FOMC,Ferguson,-0.139378415,-0.3488644
830,13/11/2002,30/10/2002,06/11/2002,SF,parry,-0.139378415,-0.29868135
831,14/11/2002,30/10/2002,06/11/2002,CHI,,-0.139378415,-0.33563387
832,15/11/2002,30/10/2002,06/11/2002,STL,poole,-0.139378415,-0.42244905
833,18/11/2002,30/10/2002,06/11/2002,FOMC,Greenspan,-0.139378415,-0.29892194
834,18/11/2002,30/10/2002,06/11/2002,FOMC,Olson,-0.139378415,-0.6659111
835,19/11/2002,30/10/2002,06/11/2002,FOMC,Greenspan,-0.139378415,-0.44321352
836,20/11/2002,30/10/2002,06/11/2002,CHI,,-0.139378415,-0.3600768
837,20/11/2002,30/10/2002,06/11/2002,FOMC,Ferguson,-0.139378415,-0.547496
838,21/11/2002,30/10/2002,06/11/2002,CHI,,-0.139378415,-0.3653127
839,21/11/2002,30/10/2002,06/11/2002,FOMC,Bernanke,-0.139378415,-0.4744317
840,22/11/2002,30/10/2002,06/11/2002,PHI,santomero,-0.139378415,-0.3228206
841,22/11/2002,30/10/2002,06/11/2002,SF,parry,-0.139378415,-0.3242472
842,22/11/2002,30/10/2002,06/11/2002,FOMC,Kohn,-0.139378415,-0.53831655
843,24/11/2002,30/10/2002,06/11/2002,DAL,poole,-0.139378415,-0.5065903
844,25/11/2002,30/10/2002,06/11/2002,CHI,,-0.139378415,-0.3872879
845,05/12/2002,04/12/2002,10/12/2002,STL,poole,-0.839378415,-1.3335899
846,07/12/2002,04/12/2002,10/12/2002,CHI,,-0.839378415,-1.3456568
847,13/12/2002,04/12/2002,10/12/2002,FOMC,Olson,-0.839378415,-1.3141795
848,13/12/2002,04/12/2002,10/12/2002,FOMC,Bies,-0.839378415,-1.2759026
849,19/12/2002,04/12/2002,10/12/2002,FOMC,Greenspan,-0.839378415,-1.3409132
850,20/12/2002,04/12/2002,10/12/2002,STL,poole,-0.839378415,-1.3049513
851,03/01/2003,04/12/2002,10/12/2002,RIC,broaddus,-0.839378415,-1.3707956
852,03/01/2003,04/12/2002,10/12/2002,BOS,minehan,-0.839378415,-1.3779107
853,04/01/2003,04/12/2002,10/12/2002,FOMC,Gramlich,-0.839378415,-1.4366435
854,06/01/2003,04/12/2002,10/12/2002,ATL,guynn,-0.839378415,-1.3651905
855,10/01/2003,04/12/2002,10/12/2002,BOS,minehan,-0.839378415,-1.3818752
856,14/01/2003,04/12/2002,10/12/2002,PHI,santomero,-0.839378415,-1.3641802
857,16/01/2003,04/12/2002,10/12/2002,RIC,broaddus,-0.839378415,-1.364744
858,03/02/2003,22/01/2003,29/01/2003,FOMC,Bernanke,-1.939378415,0.025046103
859,04/02/2003,22/01/2003,29/01/2003,NY,mcd,-1.939378415,-0.06168791
860,05/02/2003,22/01/2003,29/01/2003,FOMC,Ferguson,-1.939378415,-0.091481544
861,06/02/2003,22/01/2003,29/01/2003,FOMC,Olson,-1.939378415,-0.041156232
862,11/02/2003,22/01/2003,29/01/2003,NY,mcd,-1.939378415,-0.11648662
863,11/02/2003,22/01/2003,29/01/2003,ATL,guynn,-1.939378415,-0.065888345
864,11/02/2003,22/01/2003,29/01/2003,FOMC,Bies,-1.939378415,-0.06975072
865,12/02/2003,22/01/2003,29/01/2003,FOMC,Ferguson,-1.939378415,-0.06979686
866,21/02/2003,22/01/2003,29/01/2003,FOMC,Bernanke,-1.939378415,0.018548593
867,24/02/2003,22/01/2003,29/01/2003,PHI,santomero,-1.939378415,-0.07705509
868,27/02/2003,22/01/2003,29/01/2003,FOMC,Bies,-1.939378415,-0.38269183
869,28/02/2003,22/01/2003,29/01/2003,STL,poole,-1.939378415,-0.08484476
870,28/02/2003,22/01/2003,29/01/2003,FOMC,Kohn,-1.939378415,-0.037226535
871,04/03/2003,22/01/2003,29/01/2003,ATL,guynn,-1.939378415,-0.060111605
872,04/03/2003,22/01/2003,29/01/2003,SF,parry,-1.939378415,-0.05990123
873,04/03/2003,22/01/2003,29/01/2003,FOMC,Greenspan,-1.939378415,-0.06722721
874,05/03/2003,22/01/2003,29/01/2003,STL,poole,-1.939378415,-0.0496082
875,07/03/2003,22/01/2003,29/01/2003,FOMC,Greenspan,-1.939378415,-0.08277241
876,08/03/2003,22/01/2003,29/01/2003,DAL,poole,-1.939378415,-0.0871223
877,10/03/2003,22/01/2003,29/01/2003,STL,poole,-1.939378415,-0.07248964
878,12/03/2003,22/01/2003,29/01/2003,CHI,,-1.939378415,-0.046030164
879,13/03/2003,13/03/2003,18/03/2003,FOMC,Olson,1.560621585,-0.090704404
880,14/03/2003,13/03/2003,18/03/2003,KC,hoenig,1.560621585,-0.73597175
881,20/03/2003,13/03/2003,18/03/2003,BOS,minehan,1.560621585,-0.57756674
882,20/03/2003,13/03/2003,18/03/2003,NY,mcd,1.560621585,0.63210493
883,24/03/2003,13/03/2003,18/03/2003,ATL,guynn,1.560621585,0.539018
884,24/03/2003,13/03/2003,18/03/2003,FOMC,Kohn,1.560621585,-0.05625116
885,25/03/2003,13/03/2003,18/03/2003,FOMC,Bernanke,1.560621585,-0.85963076
886,26/03/2003,13/03/2003,18/03/2003,KC,hoenig,1.560621585,0.17097828
887,28/03/2003,13/03/2003,18/03/2003,FOMC,Greenspan,1.560621585,0.4177817
888,28/03/2003,13/03/2003,18/03/2003,CHI,,1.560621585,-0.05598525
889,31/03/2003,13/03/2003,18/03/2003,RIC,broaddus,1.560621585,-0.058889963
890,31/03/2003,13/03/2003,18/03/2003,BOS,minehan,1.560621585,0.35713544
891,03/04/2003,13/03/2003,18/03/2003,FOMC,Greenspan,1.560621585,-0.20102027
892,04/04/2003,13/03/2003,18/03/2003,FOMC,Greenspan,1.560621585,-0.24917686
893,05/04/2003,13/03/2003,18/03/2003,FOMC,Ferguson,1.560621585,-0.34815606
894,09/04/2003,13/03/2003,18/03/2003,CLE,Pianalto,1.560621585,-0.19546834
895,09/04/2003,13/03/2003,18/03/2003,FOMC,Ferguson,1.560621585,0.2711291
896,09/04/2003,13/03/2003,18/03/2003,FOMC,Greenspan,1.560621585,-0.21486562
897,10/04/2003,13/03/2003,18/03/2003,STL,poole,1.560621585,-0.0613582
898,10/04/2003,13/03/2003,18/03/2003,FOMC,Olson,1.560621585,-0.3194573
899,13/04/2003,13/03/2003,18/03/2003,PHI,santomero,1.560621585,0.15482128
900,15/04/2003,13/03/2003,18/03/2003,STL,poole,1.560621585,0.06489435
901,15/04/2003,13/03/2003,18/03/2003,RIC,broaddus,1.560621585,-0.28445387
902,22/04/2003,13/03/2003,18/03/2003,SF,parry,1.560621585,-0.3542422
903,24/04/2003,13/03/2003,18/03/2003,FOMC,Bernanke,1.560621585,1.7531053
904,24/04/2003,13/03/2003,18/03/2003,FOMC,Gramlich,1.560621585,1.1113032
905,24/04/2003,13/03/2003,18/03/2003,CHI,,1.560621585,0.35882562
906,24/04/2003,13/03/2003,18/03/2003,STL,poole,1.560621585,0.73957247
907,28/04/2003,13/03/2003,18/03/2003,FOMC,Ferguson,1.560621585,-0.13497403
908,07/05/2003,30/04/2003,06/05/2003,FOMC,Bies,1.060621585,1.1732529
909,08/05/2003,30/04/2003,06/05/2003,CHI,,1.060621585,1.1444398
910,08/05/2003,30/04/2003,06/05/2003,KC,hoenig,1.060621585,1.2035019
911,08/05/2003,30/04/2003,06/05/2003,FOMC,Greenspan,1.060621585,1.2063308
912,09/05/2003,30/04/2003,06/05/2003,CHI,,1.060621585,1.1942537
913,10/05/2003,30/04/2003,06/05/2003,CLE,Pianalto,1.060621585,1.1703287
914,13/05/2003,30/04/2003,06/05/2003,KC,hoenig,1.060621585,1.1580027
915,13/05/2003,30/04/2003,06/05/2003,FOMC,Greenspan,1.060621585,1.1209642
916,14/05/2003,30/04/2003,06/05/2003,DAL,poole,1.060621585,1.1479576
917,16/05/2003,30/04/2003,06/05/2003,FOMC,Ferguson,1.060621585,1.1637803
918,17/05/2003,30/04/2003,06/05/2003,DAL,poole,1.060621585,1.199037
919,19/05/2003,30/04/2003,06/05/2003,STL,poole,1.060621585,1.1835264
920,22/05/2003,30/04/2003,06/05/2003,FOMC,Olson,1.060621585,1.1346095
921,28/05/2003,30/04/2003,06/05/2003,SF,parry,1.060621585,1.1355633
922,29/05/2003,30/04/2003,06/05/2003,SF,parry,1.060621585,1.1119653
923,30/05/2003,30/04/2003,06/05/2003,PHI,santomero,1.060621585,0.98532426
924,30/05/2003,30/04/2003,06/05/2003,FOMC,Bies,1.060621585,1.1839361
925,30/05/2003,30/04/2003,06/05/2003,MIN,stern,1.060621585,1.1473337
926,31/05/2003,30/04/2003,06/05/2003,FOMC,Bernanke,1.060621585,1.305853
927,02/06/2003,30/04/2003,06/05/2003,SF,parry,1.060621585,1.1127313
928,04/06/2003,30/04/2003,06/05/2003,RIC,broaddus,1.060621585,1.1962869
929,10/06/2003,30/04/2003,06/05/2003,PHI,santomero,1.060621585,1.2383457
930,10/06/2003,30/04/2003,06/05/2003,FOMC,Kohn,1.060621585,1.2141966
931,10/06/2003,30/04/2003,06/05/2003,FOMC,Ferguson,1.060621585,1.2267271
932,11/06/2003,30/04/2003,06/05/2003,FOMC,Ferguson,1.060621585,1.1956521
933,11/06/2003,30/04/2003,06/05/2003,FOMC,Bernanke,1.060621585,1.262407
934,11/06/2003,30/04/2003,06/05/2003,FOMC,Bies,1.060621585,1.136769
935,13/06/2003,30/04/2003,06/05/2003,FOMC,Gramlich,1.060621585,1.1929635
936,16/06/2003,30/04/2003,06/05/2003,FOMC,Bies,1.060621585,1.1786166
937,17/06/2003,30/04/2003,06/05/2003,FOMC,Ferguson,1.060621585,1.2291747
938,20/06/2003,18/06/2003,25/06/2003,FOMC,Kohn,-0.439378415,1.105873
939,26/06/2003,18/06/2003,25/06/2003,FOMC,Olson,-0.439378415,0.966163
940,23/07/2003,18/06/2003,25/06/2003,FOMC,Bernanke,-0.439378415,1.0892364
941,25/07/2003,18/06/2003,25/06/2003,RIC,broaddus,-0.439378415,0.9514803
942,28/07/2003,18/06/2003,25/06/2003,CHI,,-0.439378415,0.8932257
943,31/07/2003,18/06/2003,25/06/2003,ATL,guynn,-0.439378415,0.91652507
944,07/08/2003,06/08/2003,12/08/2003,FOMC,Bies,-0.739378415,0.23009527
945,10/08/2003,06/08/2003,12/08/2003,FOMC,Bies,-0.739378415,-0.21816808
946,18/08/2003,06/08/2003,12/08/2003,FOMC,Gramlich,-0.739378415,-0.39982548
947,21/08/2003,06/08/2003,12/08/2003,STL,poole,-0.739378415,-0.29607853
948,21/08/2003,06/08/2003,12/08/2003,SF,parry,-0.739378415,-0.35586256
949,29/08/2003,06/08/2003,12/08/2003,FOMC,Greenspan,-0.739378415,-0.457462
950,03/09/2003,06/08/2003,12/08/2003,SF,parry,-0.739378415,-0.3709162
951,04/09/2003,06/08/2003,12/08/2003,SF,parry,-0.739378415,-0.3781966
952,04/09/2003,06/08/2003,12/08/2003,FOMC,Gramlich,-0.739378415,-0.61762756
953,04/09/2003,06/08/2003,12/08/2003,STL,poole,-0.739378415,-0.31952807
954,04/09/2003,06/08/2003,12/08/2003,FOMC,Bernanke,-0.739378415,0.22603959
955,22/09/2003,10/09/2003,16/09/2003,FOMC,Olson,0.360621585,0.3137151
956,22/09/2003,10/09/2003,16/09/2003,ATL,guynn,0.360621585,0.40116325
957,24/09/2003,10/09/2003,16/09/2003,FOMC,Kohn,0.360621585,-0.28514975
958,25/09/2003,10/09/2003,16/09/2003,STL,poole,0.360621585,0.91475374
959,25/09/2003,10/09/2003,16/09/2003,BOS,minehan,0.360621585,-1.018303
960,26/09/2003,10/09/2003,16/09/2003,FOMC,Greenspan,0.360621585,-0.08321238
961,30/09/2003,10/09/2003,16/09/2003,RIC,broaddus,0.360621585,-0.12661612
962,30/09/2003,10/09/2003,16/09/2003,CHI,,0.360621585,0.24521485
963,01/10/2003,10/09/2003,16/09/2003,FOMC,Gramlich,0.360621585,0.62377733
964,02/10/2003,10/09/2003,16/09/2003,FOMC,Bernanke,0.360621585,0.5950417
965,02/10/2003,10/09/2003,16/09/2003,PHI,santomero,0.360621585,-0.24359122
966,02/10/2003,10/09/2003,16/09/2003,CHI,,0.360621585,-0.40915942
967,07/10/2003,10/09/2003,16/09/2003,KC,hoenig,0.360621585,-0.0753208
968,08/10/2003,10/09/2003,16/09/2003,FOMC,Bies,0.360621585,0.3749176
969,08/10/2003,10/09/2003,16/09/2003,FOMC,Ferguson,0.360621585,-0.033637904
970,08/10/2003,10/09/2003,16/09/2003,FOMC,Ferguson,0.360621585,-0.46543473
971,08/10/2003,10/09/2003,16/09/2003,BOS,minehan,0.360621585,-0.56811357
972,09/10/2003,10/09/2003,16/09/2003,FOMC,Gramlich,0.360621585,-0.053248264
973,14/10/2003,10/09/2003,16/09/2003,STL,poole,0.360621585,-1.20618
974,16/10/2003,10/09/2003,16/09/2003,BOS,minehan,0.360621585,-0.13480851
975,16/10/2003,10/09/2003,16/09/2003,SF,parry,0.360621585,-0.27194014
976,17/10/2003,10/09/2003,16/09/2003,FOMC,Bernanke,0.360621585,0.09284781
977,17/10/2003,10/09/2003,16/09/2003,FOMC,Kohn,0.360621585,0.28899798
978,24/10/2003,22/10/2003,28/10/2003,FOMC,Bernanke,0.360621585,-0.524709
979,29/10/2003,22/10/2003,28/10/2003,FOMC,Greenspan,0.360621585,-1.2760295
980,29/10/2003,22/10/2003,28/10/2003,RIC,broaddus,0.360621585,-0.65768856
981,30/10/2003,22/10/2003,28/10/2003,MIN,stern,0.360621585,-0.5119077
982,31/10/2003,22/10/2003,28/10/2003,FOMC,Bies,0.360621585,-0.21890348
983,03/11/2003,22/10/2003,28/10/2003,CHI,,0.360621585,-0.25247735
984,05/11/2003,22/10/2003,28/10/2003,PHI,santomero,0.360621585,-0.14215401
985,06/11/2003,22/10/2003,28/10/2003,ATL,guynn,0.360621585,-0.86839795
986,06/11/2003,22/10/2003,28/10/2003,FOMC,Greenspan,0.360621585,-0.7324453
987,06/11/2003,22/10/2003,28/10/2003,FOMC,Bernanke,0.360621585,-0.07344367
988,10/11/2003,22/10/2003,28/10/2003,CHI,,0.360621585,-0.9877046
989,13/11/2003,22/10/2003,28/10/2003,FOMC,Ferguson,0.360621585,-0.5497399
990,13/11/2003,22/10/2003,28/10/2003,CHI,,0.360621585,-0.97954696
991,14/11/2003,22/10/2003,28/10/2003,STL,poole,0.360621585,0.252423
992,14/11/2003,22/10/2003,28/10/2003,FOMC,Gramlich,0.360621585,-0.13344133
993,14/11/2003,22/10/2003,28/10/2003,PHI,santomero,0.360621585,-0.70738184
994,14/11/2003,22/10/2003,28/10/2003,RIC,broaddus,0.360621585,-0.3161515
995,18/11/2003,22/10/2003,28/10/2003,SF,parry,0.360621585,-0.750652
996,18/11/2003,22/10/2003,28/10/2003,PHI,santomero,0.360621585,-0.62602
997,19/11/2003,22/10/2003,28/10/2003,STL,poole,0.360621585,0.6130237
998,20/11/2003,22/10/2003,28/10/2003,SF,parry,0.360621585,-1.0065401
999,20/11/2003,22/10/2003,28/10/2003,ATL,guynn,0.360621585,-0.87935734
1000,20/11/2003,22/10/2003,28/10/2003,CHI,,0.360621585,-0.98146564
1001,20/11/2003,22/10/2003,28/10/2003,CLE,Pianalto,0.360621585,-0.056600086
1002,20/11/2003,22/10/2003,28/10/2003,FOMC,Greenspan,0.360621585,-0.54493827
1003,21/11/2003,22/10/2003,28/10/2003,FOMC,Ferguson,0.360621585,-0.95111656
1004,21/11/2003,22/10/2003,28/10/2003,STL,poole,0.360621585,-1.2079813
1005,22/11/2003,22/10/2003,28/10/2003,FOMC,Olson,0.360621585,-0.92277765
1006,02/12/2003,22/10/2003,28/10/2003,FOMC,Ferguson,0.360621585,-0.40330297
1007,11/12/2003,03/12/2003,09/12/2003,FOMC,Greenspan,-0.939378415,-0.8126765
1008,16/12/2003,03/12/2003,09/12/2003,BOS,minehan,-0.939378415,-1.9289306
1009,03/01/2004,03/12/2003,09/12/2003,FOMC,Greenspan,-0.939378415,0.19423619
1010,03/01/2004,03/12/2003,09/12/2003,FOMC,Reinhart,-0.939378415,-0.41918743
1011,03/01/2004,03/12/2003,09/12/2003,FOMC,Bernanke,-0.939378415,-0.9694913
1012,04/01/2004,03/12/2003,09/12/2003,FOMC,Bernanke,-0.939378415,-1.1776431
1013,04/01/2004,03/12/2003,09/12/2003,FOMC,Ferguson,-0.939378415,-1.7833136
1014,05/01/2004,03/12/2003,09/12/2003,ATL,guynn,-0.939378415,-1.0477597
1015,07/01/2004,03/12/2003,09/12/2003,FOMC,Kohn,-0.939378415,0.14811447
1016,08/01/2004,03/12/2003,09/12/2003,KC,hoenig,-0.939378415,-1.4570535
1017,13/01/2004,03/12/2003,09/12/2003,FOMC,Greenspan,-0.939378415,-0.9242425
1018,13/01/2004,03/12/2003,09/12/2003,CLE,Pianalto,-0.939378415,-1.5292176
1019,14/01/2004,03/12/2003,09/12/2003,PHI,santomero,-0.939378415,-1.0528713
1020,15/01/2004,03/12/2003,09/12/2003,DAL,poole,-0.939378415,-0.65069956
1021,15/01/2004,03/12/2003,09/12/2003,PHI,santomero,-0.939378415,-0.92153865
1022,16/01/2004,03/12/2003,09/12/2003,RIC,broaddus,-0.939378415,-0.89799327
1023,26/01/2004,21/01/2004,28/01/2004,FOMC,Greenspan,-1.839378415,-0.34468922
1024,03/02/2004,21/01/2004,28/01/2004,CHI,,-1.839378415,-0.8571617
1025,04/02/2004,21/01/2004,28/01/2004,FOMC,Bies,-1.839378415,0.31268096
1026,19/02/2004,21/01/2004,28/01/2004,DAL,poole,-1.839378415,-0.7988759
1027,19/02/2004,21/01/2004,28/01/2004,CHI,,-1.839378415,-0.87199193
1028,19/02/2004,21/01/2004,28/01/2004,FOMC,Bies,-1.839378415,-0.58738416
1029,20/02/2004,21/01/2004,28/01/2004,STL,poole,-1.839378415,-0.9129346
1030,20/02/2004,21/01/2004,28/01/2004,FOMC,Bernanke,-1.839378415,-0.012973309
1031,20/02/2004,21/01/2004,28/01/2004,FOMC,Greenspan,-1.839378415,-0.31670895
1032,23/02/2004,21/01/2004,28/01/2004,FOMC,Greenspan,-1.839378415,-0.73149675
1033,25/02/2004,21/01/2004,28/01/2004,FOMC,Gramlich,-1.839378415,0.6904126
1034,25/02/2004,21/01/2004,28/01/2004,FOMC,Bies,-1.839378415,-0.45659792
1035,25/02/2004,21/01/2004,28/01/2004,STL,poole,-1.839378415,-0.8445415
1036,26/02/2004,21/01/2004,28/01/2004,FOMC,Bernanke,-1.839378415,-0.508359
1037,26/02/2004,21/01/2004,28/01/2004,FOMC,Bies,-1.839378415,-0.714044
1038,27/02/2004,21/01/2004,28/01/2004,FOMC,Olson,-1.839378415,-0.7892013
1039,27/02/2004,21/01/2004,28/01/2004,FOMC,Greenspan,-1.839378415,-0.9120345
1040,01/03/2004,21/01/2004,28/01/2004,FOMC,Olson,-1.839378415,-0.7749569
1041,02/03/2004,21/01/2004,28/01/2004,FOMC,Greenspan,-1.839378415,-0.8822635
1042,02/03/2004,21/01/2004,28/01/2004,FOMC,Bernanke,-1.839378415,-0.16333905
1043,04/03/2004,21/01/2004,28/01/2004,ATL,guynn,-1.839378415,-0.80888397
1044,12/03/2004,11/03/2004,16/03/2004,FOMC,Greenspan,-0.439378415,0.2613182
1045,17/03/2004,11/03/2004,16/03/2004,FOMC,Greenspan,-0.439378415,0.10328171
1046,22/03/2004,11/03/2004,16/03/2004,CHI,,-0.439378415,0.046994615
1047,24/03/2004,11/03/2004,16/03/2004,ATL,guynn,-0.439378415,0.10593192
1048,24/03/2004,11/03/2004,16/03/2004,BOS,minehan,-0.439378415,0.2767759
1049,25/03/2004,11/03/2004,16/03/2004,NY,gei,-0.439378415,0.16927019
